event_type,repo,actor,created_at,text,in_reply_to
PullRequestReviewCommentEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:03:49Z,We should probably delete this file as well (can be done in a separate PR),
PullRequestReviewCommentEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:10:10Z,"Implementation looks like it's working based on unit tests, so I think we're good.

I suspect that there's a way to further simplify, I would've tried the following:

1. create a private method that accepts html source and yields a generator over documents
2. the method itself would use a queue to do a tree traversal and have some variable to keep track of dom path and current content associated with the given dom path.
",
PullRequestEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:10:39Z,"langchain: Replace lxml and XSLT with BeautifulSoup in HTMLHeaderTextSplitter for Improved Large HTML File Processing This pull request updates the `HTMLHeaderTextSplitter` by replacing the `split_text_from_file` method's implementation. The original method used `lxml` and XSLT for processing HTML files, which caused `lxml.etree.xsltapplyerror maxhead` when handling large HTML documents due to limitations in the XSLT processor. Fixes #13149 

By switching to BeautifulSoup (`bs4`), we achieve:

- **Improved Performance and Reliability:** BeautifulSoup efficiently processes large HTML files without the errors associated with `lxml` and XSLT.
- **Simplified Dependencies:** Removes the dependency on `lxml` and external XSLT files, relying instead on the widely used `beautifulsoup4` library.
- **Maintained Functionality:** The new method replicates the original behavior, ensuring compatibility with existing code and preserving the extraction of content and metadata.

**Issue:**

T",
IssuesEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:10:40Z,"HTMLHeaderTextSplitter won't run (maxHead) ### System Info

Notebook with latest langchain

### Who can help?

_No response_

### Information

- [ ] The official example notebooks/scripts
- [ ] My own modified scripts

### Related Components

- [ ] LLMs/Chat Models
- [ ] Embedding Models
- [ ] Prompts / Prompt Templates / Prompt Selectors
- [ ] Output Parsers
- [X] Document Loaders
- [ ] Vector Stores / Retrievers
- [ ] Memory
- [ ] Agents / Agent Executors
- [ ] Tools / Toolkits
- [ ] Chains
- [ ] Callbacks/Tracing
- [ ] Async

### Reproduction

Trying in notebook the HTMLHeaderTextSplitter
```jupyter-notebook
from langchain.text_splitter import RecursiveCharacterTextSplitter

headers_to_split_on = [
    (""h1"", ""Header 1""),
    (""h2"", ""Header 2""),
    (""h3"", ""Header 3""),
    (""h4"", ""Header 4""),
]

html_splitter = HTMLHeaderTextSplitter(headers_to_split_on=headers_to_split_on)

html_header_splits = html_splitter.split_text_from_file(""/content/X.html"")

chunk_size = 500
",
PullRequestEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:11:10Z,docs: update google_cloud_sql_mssql.ipynb arbitary -> arbitrary,
PullRequestReviewCommentEvent,langchain-ai/langchain,eyurtsev,2025-01-20T21:12:42Z,"I generally suggest avoiding doing so unless there's a good reason -- we didn't have an official policy about the public interface, so it's hard to know what user code might be relying on, and unclear that there's a good reason to risk breaking some users code",1922424548.0
PullRequestReviewCommentEvent,langchain-ai/langchain,cbornet,2025-01-20T21:17:08Z,"OK. I understand.
As a user though, I would really not use a function from `output_parsers.list` in my own code...",1922424548.0
PullRequestEvent,ollama/ollama,Setland34,2025-01-20T21:18:46Z,"Add Nvidia Model Fixes #8460

Add support for Nvidia Model in the repository.

* **api/types.go**: Add a new struct `NvidiaModel` and a constant `NvidiaModelURL`.
* **convert/convert_llama.go**: Add a new function `convertNvidiaModel` to handle the Nvidia Model conversion. Add a new struct `NvidiaModel` and a constant `NvidiaModelURL`.
* **convert/convert.go**: Add a new case for `NvidiaModel` in the main conversion function.
* **convert/testdata/Nvidia-Model.json**: Add test data for the Nvidia Model.
* **server/model.go**: Add a new function `handleNvidiaModel` to process the Nvidia Model.

---

For more details, open the [Copilot Workspace session](https://copilot-workspace.githubnext.com/ollama/ollama/issues/8460?shareId=XXXX-XXXX-XXXX-XXXX).",
PullRequestReviewCommentEvent,langchain-ai/langchain,cbornet,2025-01-20T21:19:20Z,"The tests pass, so I guess it's OK ?
Do you have the pydantic reference issue ?",1922823662.0
PullRequestReviewCommentEvent,langchain-ai/langchain,AhmedTammaa,2025-01-20T21:33:40Z,"Sure, I will try to enhance it even further and create a new PR. The new PR will also delete the file you suggested be removed.

Thank you very much for your invaluable review of my code. I definitely learnt, and I am eager to contribute more to Langchain!!",1922847140.0
IssuesEvent,deepseek-ai/DeepSeek-R1,vutrung96,2025-01-20T21:42:18Z,"Can't find reasoning_content in response ```
from openai import OpenAI

client = OpenAI(base_url=""https://api.deepseek.com"")

response = client.chat.completions.create(
    model=""deepseek-chat"",
    messages=[
        {""role"": ""user"", ""content"": ""solve x^2-3=0""},
    ],
    stream=False,
)

print(response)
```

returns 

```
ChatCompletion(id='19daa9bc-8f24-423b-b0ec-dcf56d9f59da', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='To solve the equation \\( x^2 - 3 = 0 \\), follow these steps:\n\n1. **Isolate \\( x^2 \\):**\n   \n   \\[\n   x^2 - 3 = 0\n   \\]\n   \n   Add 3 to both sides to isolate \\( x^2 \\):\n   \n   \\[\n   x^2 = 3\n   \\]\n\n2. **Take the square root of both sides:**\n   \n   To solve for \\( x \\), take the square root of both sides. Remember that taking the square root of a number yields both a positive and a negative result:\n   \n   \\[\n   x = \\pm \\sqrt{3}\n   \\]\n\n3. **Final Solution:**\n   \n   Therefo",
IssuesEvent,deepseek-ai/DeepSeek-R1,vutrung96,2025-01-20T21:44:14Z,"Can't find reasoning_content in response ```
from openai import OpenAI

client = OpenAI(base_url=""https://api.deepseek.com"")

response = client.chat.completions.create(
    model=""deepseek-chat"",
    messages=[
        {""role"": ""user"", ""content"": ""solve x^2-3=0""},
    ],
    stream=False,
)

print(response)
```

returns 

```
ChatCompletion(id='19daa9bc-8f24-423b-b0ec-dcf56d9f59da', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='To solve the equation \\( x^2 - 3 = 0 \\), follow these steps:\n\n1. **Isolate \\( x^2 \\):**\n   \n   \\[\n   x^2 - 3 = 0\n   \\]\n   \n   Add 3 to both sides to isolate \\( x^2 \\):\n   \n   \\[\n   x^2 = 3\n   \\]\n\n2. **Take the square root of both sides:**\n   \n   To solve for \\( x \\), take the square root of both sides. Remember that taking the square root of a number yields both a positive and a negative result:\n   \n   \\[\n   x = \\pm \\sqrt{3}\n   \\]\n\n3. **Final Solution:**\n   \n   Therefo",
PullRequestEvent,langchain-ai/langchain,nfcampos,2025-01-20T22:04:48Z,"core: fix call to get closure vars for partial-wrapped funcs Thank you for contributing to LangChain!

- [ ] **PR title**: ""package: description""
  - Where ""package"" is whichever of langchain, community, core, etc. is being modified. Use ""docs: ..."" for purely docs changes, ""infra: ..."" for CI changes.
  - Example: ""community: add foobar LLM""


- [ ] **PR message**: ***Delete this entire checklist*** and replace with
    - **Description:** a description of the change
    - **Issue:** the issue # it fixes, if applicable
    - **Dependencies:** any dependencies required for this change
    - **Twitter handle:** if your PR gets announced, and you'd like a mention, we'll gladly shout you out!


- [ ] **Add tests and docs**: If you're adding a new integration, please include
  1. a test for the integration, preferably unit tests that do not rely on network access,
  2. an example notebook showing its use. It lives in `docs/docs/integrations` directory.


- [ ] **Lint and ",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-20T22:04:53Z,"[vc]: #YwHG48kXcfkJCkCv9euLLZ8GTylnNz2LQfs+kyfQbd0=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJpbnNwZWN0b3JVcmwiOiJodHRwczovL3ZlcmNlbC5jb20vbGFuZ2NoYWluL2xhbmdjaGFpbi9mdzh6VzFjN05kRVJlWTY0M3UyVHp6ejJYWHVIIiwicHJldmlld1VybCI6ImxhbmdjaGFpbi1naXQtbmMtMjBqYW5jb3JlLXBhcnRpYWwtY2xvc3VyZS12YXJzLWxhbmdjaGFpbi52ZXJjZWwuYXBwIiwibmV4dENvbW1pdFN0YXR1cyI6IlBFTkRJTkciLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoibGFuZ2NoYWluLWdpdC1uYy0yMGphbmNvcmUtcGFydGlhbC1jbG9zdXJlLXZhcnMtbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/fw8zW1c7NdEReY643u2Tzzz2XXuH)) | [Visit Preview](https://langchain-git-nc-20jancore-partial-closure-vars-langc",
